"names","means_bdt","sigmas_bdt","means_C","sigmas_C","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_bdt_2j_1t","sigmas_bdt_2j_1t","means_bdt_3j_2t","sigmas_bdt_3j_2t"
"beta_signal",1.149802328262013,0.03031552114410786,1.2408013947910486,0.04175706647675687,1.2230463995207694,0.04042711195920319,1.1106005474451885,0.03727596336410205,1.5017489215777828,0.1283293986951007
"ttjets",1.0738175304142943,0.011540567287581932,1.0637003451919131,0.01130912449438893,1.0700401888867002,0.011894867834934264,1.0373312242091373,0.04434478889070556,1.0367854905520248,0.02863032151714513
"wzjets",1.3091333117304391,0.049677159869584604,1.2852077853778614,0.05448639331172394,1.2719608714599282,0.055577102271601175,1.4355532581950985,0.14391412376810656,2.1660212315805705,0.9975871206081052
