"bin_edges","bin_contents","bin_entries","bin_errors"
-Inf,0.0,0.0,0.0
-1.0,1.0237847913550548,498.6246524559778,0.04584814831667377
-0.9310344827586208,0.966325260283366,480.9899569583931,0.0440610992816755
-0.8620689655172413,1.026461597103295,473.6898037338439,0.04716237721231699
-0.7931034482758621,1.010806261454811,478.1169757489301,0.046227546232292145
-0.7241379310344827,0.9731950486268779,447.9283887468031,0.04598281945551842
-0.6551724137931034,0.9540575722506104,447.04599483204134,0.04512305326950522
-0.5862068965517242,1.0498940216892994,436.3820340733092,0.05025879035206587
-0.5172413793103448,0.9614239285152063,441.9748559455212,0.04573157359595218
-0.4482758620689655,0.9714702336416746,427.1437802907916,0.04700482657347086
-0.37931034482758624,1.0020465625690975,427.6020299145299,0.04845828317126143
-0.31034482758620685,1.005437365514741,424.6808396124865,0.048789198922074326
-0.24137931034482762,0.8923631949737334,422.93736141906874,0.043391396138544126
-0.17241379310344823,1.005672861221775,403.01475595913735,0.05009521636735411
-0.10344827586206895,0.9518014740328256,404.6795016987542,0.04731412029975805
-0.03448275862068967,1.0756501588663765,386.9947121034078,0.054678744029797895
0.03448275862068967,1.0025179042611263,389.3504973668812,0.05080679161758714
0.10344827586206895,1.0281821000584415,389.6535796766743,0.05208716300218788
0.17241379310344823,1.0673721283401394,373.4443783462225,0.05523354208086699
0.24137931034482762,0.9758559461431711,375.892316999395,0.05033313580063229
0.31034482758620685,0.9169265740578326,380.8390875462392,0.04698549445142906
0.37931034482758624,1.0115770043759391,370.90502793296093,0.05252518466004971
0.4482758620689655,1.0296851355565406,376.80398069963815,0.05304527463463421
0.5172413793103448,0.9831691428897665,372.4450686641698,0.050944479030406865
0.5862068965517242,0.9969372158276674,362.2669654289372,0.05237854642355357
0.6551724137931034,1.0178896155687627,374.24177831912306,0.05261681425304864
0.7241379310344827,1.0150630543006527,352.8706952566602,0.054036252736855285
0.7931034482758621,1.0605001417913216,326.02644398051496,0.05873328843655062
0.8620689655172413,0.9708211229061263,306.0540946656649,0.05549324483843533
0.9310344827586208,1.3364534214395742,136.3609375,0.11444816609187479
1.0,0.0,0.0,0.0
Inf,0.0,0.0,0.0
