"bin_edges","bin_contents","bin_entries","bin_errors"
-Inf,0.0,0.0,0.0
-1.0,2.1596189236695924,25.376391982182632,0.4287085917200726
-0.9310344827586208,1.564147698857411,42.095940959409596,0.2410780385217859
-0.8620689655172413,1.4207724166608053,38.45783132530121,0.2291037099045591
-0.7931034482758621,1.2540471371716457,38.19827586206897,0.20290464099677658
-0.7241379310344827,1.0997296039428306,48.974103585657375,0.15714576025248878
-0.6551724137931034,0.9040665194058454,53.60238568588469,0.12348332824932756
-0.5862068965517242,1.2884278604859414,46.613545816733065,0.18871396396155488
-0.5172413793103448,1.0436030834194112,49.327659574468086,0.14859017647460404
-0.4482758620689655,1.27003654287058,49.57377049180328,0.1803807719652616
-0.37931034482758624,1.2625169917650743,39.96666666666667,0.1997046915629388
-0.31034482758620685,1.2146621573021024,46.47034764826176,0.17818352263232698
-0.24137931034482762,1.4164312825339724,39.187628865979384,0.22626689470535347
-0.17241379310344823,0.9268020678957546,51.32539682539683,0.12936620441743843
-0.10344827586206895,1.0461662977645718,52.22762645914397,0.1447606686581811
-0.03448275862068967,1.2861953755599658,47.492156862745105,0.18663624879556145
0.03448275862068967,0.7661672459126195,61.559925093632955,0.09765051551551274
0.10344827586206895,0.9948581169429546,52.88537549407115,0.136802285028852
0.17241379310344823,0.9348412427289577,52.624542124542124,0.12886758771500956
0.24137931034482762,0.7634345484431436,59.038759689922486,0.09935808148262812
0.31034482758620685,1.1115718429891872,56.82661996497373,0.1474557202087482
0.37931034482758624,0.6520227487402077,74.6763110307414,0.07545209803653125
0.4482758620689655,0.8046339603969949,61.361376673040155,0.10271900671065981
0.5172413793103448,1.1674118177336208,52.56561922365989,0.16101754211521072
0.5862068965517242,0.7483770019637258,70.31307550644567,0.08924880004094786
0.6551724137931034,0.7724402799902419,69.68498168498168,0.09253271766394008
0.7241379310344827,0.7895905616707093,70.12336448598131,0.0942910725453513
0.7931034482758621,0.6538252334152516,72.09821428571429,0.07700154219456526
0.8620689655172413,0.9551186722979269,56.666666666666664,0.12688009704665046
0.9310344827586208,1.0405186059037945,29.943859649122803,0.19014983861121412
1.0,0.0,0.0,0.0
Inf,0.0,0.0,0.0
