"names","means_bdt","sigmas_bdt","means_C","sigmas_C","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_bdt_2j_1t","sigmas_bdt_2j_1t","means_bdt_3j_2t","sigmas_bdt_3j_2t"
"beta_signal",1.2137111837660517,0.03111493340985207,1.2910278127100332,0.04967825404623198,1.2557232166823105,0.04414677597232424,1.158549181430472,0.03661466358187079,1.7338008722895226,0.13322477132137087
"ttjets",1.0344249656845204,0.011879795713633904,1.0328604225098441,0.0115657626187862,1.0355894541620012,0.012244515403922724,0.971255414986157,0.042582023211540976,1.0571894251280354,0.05388270930837511
"wzjets",1.4010601237330371,0.036870303739160205,1.3680674444902488,0.043741219199069724,1.3818665912312211,0.0429769146185706,1.5577005429744988,0.10110269424192796,0.0,1.6996760131724704
