"names","means_bdt","sigmas_bdt","means_C","sigmas_C","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_bdt_2j_1t","sigmas_bdt_2j_1t","means_bdt_3j_2t","sigmas_bdt_3j_2t"
"beta_signal",1.1657520774089778,0.02985678588681858,1.2524170685749956,0.04113032056721549,1.2339634818696448,0.0398921780032384,1.1221075181456721,0.036508517719756786,1.5148538871443327,0.12808561917639538
"ttjets",1.0706601335848638,0.011554947251225097,1.060983406631803,0.01132904869152961,1.068206551441052,0.011920714189033437,1.0177141345701515,0.04518434001462203,1.039899825327731,0.02743606701842733
"wzjets",1.305807804562189,0.04921032176159395,1.285147338590242,0.054233342941884644,1.2682078528586005,0.05534396705653816,1.4821439360212634,0.145866451811,1.9506684425540797,0.9051484593976924
