"edges","entries","contents"
-Inf,0.0,0.0
-1.0,15482.53353437203,1.1500948199745218
-0.9310344827586208,15860.195672254069,1.132983296558813
-0.8620689655172413,15941.248071081001,1.1113662104501811
-0.7931034482758621,15947.419346245037,1.0779913816436417
-0.7241379310344827,15929.028600572276,1.061540759968699
-0.6551724137931034,15835.811962860142,1.0532399272433244
-0.5862068965517242,16134.011267458693,1.0465140298658617
-0.5172413793103448,15929.420500592843,1.0181066282826958
-0.4482758620689655,16106.382329068914,1.0088308997149935
-0.37931034482758624,16002.579529294198,0.9696157578662948
-0.31034482758620685,16120.782263191355,0.9800022807672617
-0.24137931034482762,16336.862666515432,0.990114679471832
-0.17241379310344823,16330.337348648713,0.9554955180906083
-0.10344827586206895,16383.694867406975,0.9753456730170453
-0.03448275862068967,16537.67918088737,0.9670798981789714
0.03448275862068967,16527.54376243424,0.9412354471631994
0.10344827586206895,16600.891305145487,0.9574767033832136
0.17241379310344823,16483.974296550037,0.9534546471018245
0.24137931034482762,16494.197853470752,0.93631342474497
0.31034482758620685,16492.37105272765,0.9360980173489325
0.37931034482758624,16495.62353013079,0.9546342763227348
0.4482758620689655,16456.410739380193,0.9613130567070645
0.5172413793103448,16282.652060341701,0.9687685678640765
0.5862068965517242,15875.578762815869,0.9523066250668142
0.6551724137931034,15570.03557266304,0.9633516056598589
0.7241379310344827,15248.539214641554,0.9854905253269048
0.7931034482758621,14546.767877309168,1.0256779939280722
0.8620689655172413,12982.71302383549,1.0111253633923714
0.9310344827586208,6361.354471544715,1.1056797299542682
1.0,0.0,0.0
Inf,0.0,0.0
