"edges","entries","contents"
-Inf,0.0,0.0
-1.0,589.92625250501,1.0661086119899859
-0.9310344827586208,617.1457760314343,0.9465660177911885
-0.8620689655172413,593.3386709367494,1.0057262111014333
-0.7931034482758621,598.5709741550696,1.0177419655287578
-0.7241379310344827,581.8567346938776,0.9915203230944688
-0.6551724137931034,543.0314298362107,0.9433177801735055
-0.5862068965517242,546.5605400696865,1.013468158179115
-0.5172413793103448,550.215371254885,1.0124492374116856
-0.4482758620689655,548.798249452954,0.9677532580591117
-0.37931034482758624,534.1975088967971,1.0303735956452102
-0.31034482758620685,526.9185252617204,0.9461289888089286
-0.24137931034482762,534.1063153112221,0.8947927916108105
-0.17241379310344823,508.0032649253731,1.014016651583579
-0.10344827586206895,511.60542309490415,1.0076730815209132
-0.03448275862068967,482.7128129602356,1.0152249834029705
0.03448275862068967,493.9372889532079,1.0200397097338745
0.10344827586206895,483.03296703296706,0.9240159353310212
0.17241379310344823,488.79343629343634,1.0365959800948021
0.24137931034482762,480.34546360917255,0.9529341921451892
0.31034482758620685,472.35413495687476,0.9533767859342742
0.37931034482758624,464.1236476043277,0.9793329634374746
0.4482758620689655,465.0051072522983,1.021897125435349
0.5172413793103448,464.76683937823833,1.0217231478215372
0.5862068965517242,437.3879544221378,1.0589604430089121
0.6551724137931034,451.68126649076515,1.0332180447728716
0.7241379310344827,441.66040772532193,1.067198035090943
0.7931034482758621,396.98630136986304,1.0435086540830074
0.8620689655172413,380.7899371069182,0.9770526983073979
0.9310344827586208,142.56507936507936,1.3899927466438797
1.0,0.0,0.0
Inf,0.0,0.0
