"names","means_bdt","sigmas_bdt","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_C","sigmas_C"
"beta_signal",1.2384888598952002,0.028962520965410965,1.294340325657597,0.04171851352913136,1.3372808863536103,0.04614791880815927
"ttjets",1.0205070163070045,0.01266286307034159,1.0142364055302435,0.01294200871597262,1.0089572861850176,0.012187750608280923
"wzjets",1.4559443828964662,0.03865167646211698,1.443665677709281,0.04405911994096057,1.4303619912643821,0.04471227619183571
