"names","means_bdt","sigmas_bdt","means_C","sigmas_C","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_bdt_2j_1t","sigmas_bdt_2j_1t","means_bdt_3j_2t","sigmas_bdt_3j_2t","means_bdt_tchpt","sigmas_bdt_tchpt","means_abs_ljet_eta_tchpt","sigmas_abs_ljet_eta_tchpt","means_C_tchpt","sigmas_C_tchpt"
"beta_signal",1.1797354319894302,0.028740243194078165,1.2663377727790126,0.03974503025122016,1.250294999982404,0.039106647148844535,1.13611288638349,0.03585233068262648,1.5248827993985552,0.12831063821613262,1.2866542577864954,0.028411543790786722,1.3297822189887711,0.04199563845481969,1.399745787791222,0.045973717433045555
"ttjets",1.0715781661439268,0.01150315396710154,1.0619899363584377,0.011262304225579675,1.0686118502025388,0.011867576915880838,1.0137968983679044,0.04559184519948549,1.038193022231675,0.028960757825446316,1.0323837141553882,0.011837129175396597,1.0310823917102898,0.012165004250224988,1.0268619685851033,0.011421252799129589
"wzjets",1.3181473743264522,0.04861506007970299,1.2922689017701017,0.05316094105644744,1.280538833919717,0.05458891450225201,1.5090787430926842,0.14888832488057194,2.0912928219973246,0.9807975962833076,1.4556181578129148,0.03611536144908538,1.4396940305094041,0.041951571270534824,1.4092303044743506,0.04217239515896555
