"names","means_bdt","sigmas_bdt","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_C","sigmas_C"
"beta_signal",1.172455464114857,0.03930840120168311,1.2265749763102494,0.05799374111513145,1.1653230669609216,0.05790585414217464
"ttjets",1.0578212099889486,0.014775147469350935,1.0549601087443494,0.015563730944887721,1.0674705377232239,0.014293920119780923
"wzjets",1.4383808059078658,0.05711547057407107,1.4187776702426844,0.06558575933982524,1.4076957798866654,0.06220580919774199
