"names","means_bdt","sigmas_bdt","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_C","sigmas_C"
"beta_signal",1.159682356666108,0.03599428350409661,1.1940763336886506,0.05539852701016055,1.2164850578814115,0.05347675179814874
"ttjets",1.1003494756369638,0.01181662181538838,1.0984556053177212,0.012548876356945,1.1004946022023638,0.011972916421252235
"wzjets",1.5720003065761243,0.051004292992414005,1.5573811968852684,0.060181211361171244,1.5356892479336863,0.05715321333025978
