"names","means_bdt","sigmas_bdt","means_C","sigmas_C","means_abs_ljet_eta","sigmas_abs_ljet_eta"
"beta_signal",1.056647792141578,0.03851865279554456,0.9928293782183981,0.04586168527815482,1.066160285279254,0.04958362749244327
"ttjets",1.0958475062269146,0.012534405731700504,1.1084781812760176,0.014010663821698799,1.0954347513778147,0.013922789926421819
"wzjets",1.4349021377614806,0.0836453594719242,1.4294813058456235,0.0943354133977059,1.426058045151199,0.0955024837066738
