"names","means_bdt","sigmas_bdt","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_C","sigmas_C"
"beta_signal",1.2932988300769903,0.026403403353414425,1.3627744085582791,0.038569105557239046,1.4962049434669555,0.04254137878267649
"ttjets",1.0787742681013655,0.010085611519207052,1.0770225505683317,0.010453061909465966,1.0622680508924354,0.009884155451317978
"wzjets",1.4760509492851577,0.031186082281595324,1.4445028698602707,0.03634010784645935,1.4051334694907451,0.03661966852853234
