"names","means_bdt","sigmas_bdt","means_C","sigmas_C","means_abs_ljet_eta","sigmas_abs_ljet_eta"
"beta_signal",1.1814241548527162,0.028607641111123794,1.2609248984530956,0.03900122889531166,1.2399079639819837,0.03831233959679725
"ttjets",1.0665454502852367,0.011216008049194759,1.0587670251444616,0.011026224168136256,1.0658988330160923,0.011583525478964685
"wzjets",1.3110526820873196,0.04687417279455186,1.2837551117005175,0.0511571311333372,1.272841551264841,0.05223067162673001
