"names","means_bdt","sigmas_bdt","means_C","sigmas_C","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_bdt_2j_1t","sigmas_bdt_2j_1t","means_bdt_3j_2t","sigmas_bdt_3j_2t","means_bdt_tchpt","sigmas_bdt_tchpt","means_abs_ljet_eta_tchpt","sigmas_abs_ljet_eta_tchpt","means_C_tchpt","sigmas_C_tchpt"
"beta_signal",1.05682917980368,0.0389478779988815,1.2663377727790126,0.046519558788267634,1.0663269152276076,0.05039417766510599,1.0263492910569514,0.045079820585438385,1.1750956723525392,0.25914013242043415,1.181676078779528,0.03871390905125974,1.2406250341006344,0.05924629185778579,1.188732738412846,0.05889542776153471
"ttjets",1.096186118140434,0.012756318988250021,1.0619899363584377,0.014336264859945923,1.0958603327266194,0.014252925363912206,1.0809239948576985,0.02690552600343211,0.7548369228252211,0.1905229069693449,1.0701256507711108,0.013867971722107077,1.0669520942064563,0.01465055777739787,1.078990816977575,0.013458872135324101
"wzjets",1.4332399206232627,0.08583422414669914,1.2922689017701017,0.0976185542208718,1.4239090163117993,0.09907118634954759,1.5222649032890787,0.14418010267411416,23.154572628146013,13.318854010179258,1.4430333945471583,0.054548261011599056,1.4228661479380293,0.06365827551722676,1.4059679036816728,0.0599269925179843
