"edges","entries","contents"
-Inf,0.0,0.0
-1.0,589.3368125250903,1.067955646528266
-0.9310344827586208,616.461235733963,0.9481587014713693
-0.8620689655172413,592.5832330525471,1.0068689921842697
-0.7931034482758621,597.5007974481659,1.0176967208429442
-0.7241379310344827,581.1018404907975,0.9922579089520392
-0.6551724137931034,541.8969804618117,0.9428946874085339
-0.5862068965517242,545.6423580786026,1.013438709451188
-0.5172413793103448,549.2781889420985,1.0123366863210603
-0.4482758620689655,548.1543182814555,0.9691093286577441
-0.37931034482758624,533.440035666518,1.0311408314008117
-0.31034482758620685,526.1199817518249,0.9461400194776298
-0.24137931034482762,533.0733485193622,0.894354572502747
-0.17241379310344823,506.3581809657759,1.010092859934507
-0.10344827586206895,510.9770491803279,1.0092825808007557
-0.03448275862068967,482.2654867256638,1.0170532450697385
0.03448275862068967,493.1682785299806,1.0202913377832084
0.10344827586206895,481.70511534603816,0.9215212155691949
0.17241379310344823,488.35669405509907,1.0343855305789533
0.24137931034482762,479.2366183091546,0.9519136578253871
0.31034482758620685,471.8775406504065,0.9553381259041379
0.37931034482758624,462.54997410668045,0.9749541086044052
0.4482758620689655,463.79487179487177,1.0196451395184933
0.5172413793103448,464.43983402489624,1.0245877774028311
0.5862068965517242,436.03053435114504,1.0553202227433596
0.6551724137931034,451.06504494976207,1.0333648122777075
0.7241379310344827,441.3625134264232,1.0697077787703702
0.7931034482758621,396.3964179104478,1.0430552086195413
0.8620689655172413,380.4735516372796,0.9789902475530265
0.9310344827586208,142.32484076433119,1.3891347571503565
1.0,0.0,0.0
Inf,0.0,0.0
