"edges","entries","contents"
-Inf,0.0,0.0
-1.0,7630.474292643491,1.2050736013404475
-0.9310344827586208,7558.886661610142,1.1867100904274277
-0.8620689655172413,7547.574686953009,1.164079072065848
-0.7931034482758621,7329.029120894172,1.1246227310403483
-0.7241379310344827,7206.751315645215,1.0822456283205073
-0.6551724137931034,7252.619741231995,1.0815951970073194
-0.5862068965517242,7227.630096266601,1.0730176806572984
-0.5172413793103448,7063.26501456124,1.0511678504888247
-0.4482758620689655,7110.39772509775,1.0472013565856029
-0.37931034482758624,7055.495471903983,1.0133092360395233
-0.31034482758620685,6962.059546571975,0.9879469960208235
-0.24137931034482762,7020.473582649345,0.9899046016625481
-0.17241379310344823,7089.133891997537,0.9813736723666243
-0.10344827586206895,7117.701804670914,0.9845951098614187
-0.03448275862068967,7092.68175456202,0.9594276197638182
0.03448275862068967,7166.906778781274,0.9589405942301238
0.10344827586206895,7309.3034700639555,0.9712502752900815
0.17241379310344823,7264.933039150289,0.9577729992781945
0.24137931034482762,7322.007246557885,0.9207426840643917
0.31034482758620685,7521.947106058003,0.9413740918928957
0.37931034482758624,7601.580307396734,0.938217594064165
0.4482758620689655,7642.188363292336,0.9170386289861849
0.5172413793103448,7839.093364786419,0.9267658255082272
0.5862068965517242,7977.933968425557,0.9354473953437583
0.6551724137931034,8004.573743958139,0.9137277629950934
0.7241379310344827,8175.253595229745,0.9493775204460767
0.7931034482758621,8093.283652481496,0.9529000975614155
0.8620689655172413,7618.343477758522,0.9607849374966562
0.9310344827586208,3914.5875072347626,0.997223385135512
1.0,0.0,0.0
Inf,0.0,0.0
