"edges","entries","contents"
-Inf,0.0,0.0
-1.0,5205.965276897731,1.1725090942534389
-0.9310344827586208,5010.953831617359,1.1401651404136581
-0.8620689655172413,4807.951248791223,1.1203364917096006
-0.7931034482758621,4552.428315164896,1.060437374327772
-0.7241379310344827,4449.84095992048,1.0852136385414188
-0.6551724137931034,4345.4238059135705,1.0723356318271784
-0.5862068965517242,4248.637099146808,1.0610381896920922
-0.5172413793103448,4066.6354718683056,1.0170274512179602
-0.4482758620689655,3900.586663108129,0.981942544553039
-0.37931034482758624,4049.1274055662257,1.0006459976723763
-0.31034482758620685,3794.5586867199004,0.9637637141789483
-0.24137931034482762,3821.5355993953726,0.957380826869296
-0.17241379310344823,3710.9919017144666,0.9715923326391683
-0.10344827586206895,3757.9661440049927,0.9546624709236945
-0.03448275862068967,3758.9435210712877,0.9788404119982866
0.03448275862068967,3694.8602757141152,0.9625768019584903
0.10344827586206895,3608.3191024622715,0.9146778706321078
0.17241379310344823,3686.438605516204,0.9480902073905904
0.24137931034482762,3548.878857188716,0.9084958838304334
0.31034482758620685,3651.8825581856395,0.9589614809500691
0.37931034482758624,3568.245674603175,0.913814951887951
0.4482758620689655,3496.119764345089,0.8931466570943897
0.5172413793103448,3525.4557990941444,0.9370386612367191
0.5862068965517242,3408.2514947989193,0.9374007828153955
0.6551724137931034,3348.2510214291674,0.9267564970926528
0.7241379310344827,3282.0233678734385,0.9347863242220337
0.7931034482758621,3156.072836141025,0.9624958956138076
0.8620689655172413,2789.377847002349,1.055905403040586
0.9310344827586208,1382.240061329537,1.365651895116106
1.0,0.0,0.0
Inf,0.0,0.0
