"edges","entries","contents"
-Inf,0.0,0.0
-1.0,15448.816143999105,1.1512585802678732
-0.9310344827586208,15825.346119329924,1.1341645331992083
-0.8620689655172413,15900.375558486303,1.1118070856530347
-0.7931034482758621,15899.695231743915,1.0779200413115615
-0.7241379310344827,15890.072551983876,1.0618335980518272
-0.6551724137931034,15798.138020902587,1.0534657523147162
-0.5862068965517242,16086.55874595216,1.0466757075993687
-0.5172413793103448,15886.503424076805,1.0176970144432032
-0.4482758620689655,16069.947643979058,1.0096778133278628
-0.37931034482758624,15955.366854797334,0.9693697971047709
-0.31034482758620685,16069.993952896244,0.9796385118685554
-0.24137931034482762,16291.944787907843,0.9904644990237793
-0.17241379310344823,16285.590989981958,0.9556930844642525
-0.10344827586206895,16331.272093954023,0.9752451035111581
-0.03448275862068967,16484.70184754951,0.9667243875838267
0.03448275862068967,16478.79675452424,0.9416155142009601
0.10344827586206895,16546.887969040854,0.9566006028665341
0.17241379310344823,16437.285597060625,0.9535688298385024
0.24137931034482762,16450.425904246236,0.93640079582666
0.31034482758620685,16446.964843464488,0.9358357700437359
0.37931034482758624,16441.65266932661,0.9530840954259233
0.4482758620689655,16408.014464135853,0.9612747224631872
0.5172413793103448,16235.482651184326,0.968785463353945
0.5862068965517242,15829.416511917783,0.9525842676515717
0.6551724137931034,15525.266858908873,0.963415328968419
0.7241379310344827,15209.9942399232,0.9847722317692398
0.7931034482758621,14505.568930141671,1.0256693814240982
0.8620689655172413,12936.185007800312,1.0103857405005081
0.9310344827586208,6341.829195754938,1.1062737784867258
1.0,0.0,0.0
Inf,0.0,0.0
