"names","means_bdt","sigmas_bdt","means_C","sigmas_C","means_abs_ljet_eta","sigmas_abs_ljet_eta","means_bdt_2j_1t","sigmas_bdt_2j_1t","means_bdt_3j_2t","sigmas_bdt_3j_2t"
"beta_signal",1.1960166809581612,0.02928662668242411,1.2408013947910486,0.04175706647675687,1.2230463995207694,0.04042711195920319,1.1401204340687199,0.03529834658195276,1.5645156380966705,0.10483781899646318
"ttjets",1.0821769516715307,0.010117023378703831,1.0637003451919131,0.01130912449438893,1.0700401888867002,0.011894867834934264,1.038875270984059,0.034823275468647455,1.0837347880168582,0.0314249973970091
"wzjets",1.4239914067066664,0.032103864977329796,1.2852077853778614,0.05448639331172394,1.2719608714599282,0.055577102271601175,1.5334425533953808,0.0800831640247722,0.8204696049034649,0.9782582018923407
